date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:13	54226/54226	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:14%20GMT	https://www.intellectsoft.net/technologies	C:/My%20Web%20Sites/clones/www.intellectsoft.net/technologies.html	(from https://www.intellectsoft.net/)
15:11:13	58473/58473	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:14%20GMT	https://www.intellectsoft.net/platforms	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms.html	(from https://www.intellectsoft.net/)
15:11:14	82562/82562	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:15%20GMT	https://www.intellectsoft.net/platforms/construction-software-development	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/construction-software-development.html	(from https://www.intellectsoft.net/)
15:11:14	86932/86932	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:15%20GMT	https://www.intellectsoft.net/platforms/travel-hospitality-software-development	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/travel-hospitality-software-development.html	(from https://www.intellectsoft.net/)
15:11:14	53709/53709	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:15%20GMT	https://www.intellectsoft.net/platforms/ecommerce-retail	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/ecommerce-retail.html	(from https://www.intellectsoft.net/)
15:11:15	82041/82041	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:16%20GMT	https://www.intellectsoft.net/platforms/healthcare-it-solutions	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/healthcare-it-solutions.html	(from https://www.intellectsoft.net/)
15:11:15	115256/115256	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:16%20GMT	https://www.intellectsoft.net/platforms/custom-insurance-software-development	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/custom-insurance-software-development.html	(from https://www.intellectsoft.net/)
15:11:16	76630/76630	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:17%20GMT	https://www.intellectsoft.net/blog/dental/	C:/My%20Web%20Sites/clones/www.intellectsoft.net/blog/dental/index.html	(from https://www.intellectsoft.net/)
15:11:17	68309/68309	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:18%20GMT	https://www.intellectsoft.net/solutions/financial-software-development-services	C:/My%20Web%20Sites/clones/www.intellectsoft.net/solutions/financial-software-development-services.html	(from https://www.intellectsoft.net/)
15:11:17	54362/54362	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:18%20GMT	https://www.intellectsoft.net/platforms/logistics-and-automotive-software-solutions	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/logistics-and-automotive-software-solutions.html	(from https://www.intellectsoft.net/)
15:11:19	71715/71715	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:19%20GMT	https://www.intellectsoft.net/clients	C:/My%20Web%20Sites/clones/www.intellectsoft.net/clients.html	(from https://www.intellectsoft.net/)
15:11:19	66354/66354	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:20%20GMT	https://www.intellectsoft.net/cases	C:/My%20Web%20Sites/clones/www.intellectsoft.net/cases.html	(from https://www.intellectsoft.net/)
15:11:19	63209/63209	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:20%20GMT	https://www.intellectsoft.net/about	C:/My%20Web%20Sites/clones/www.intellectsoft.net/about.html	(from https://www.intellectsoft.net/)
15:11:22	104370/104370	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:21%20GMT	https://www.intellectsoft.net/insights	C:/My%20Web%20Sites/clones/www.intellectsoft.net/insights.html	(from https://www.intellectsoft.net/)
15:11:22	67795/67795	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:22%20GMT	https://www.intellectsoft.net/blog/	C:/My%20Web%20Sites/clones/www.intellectsoft.net/blog/index.html	(from https://www.intellectsoft.net/)
15:11:23	70267/70267	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:22%20GMT	https://www.intellectsoft.net/blog/news/	C:/My%20Web%20Sites/clones/www.intellectsoft.net/blog/news/index.html	(from https://www.intellectsoft.net/)
15:11:24	60920/60920	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:24%20GMT	https://www.intellectsoft.net/team	C:/My%20Web%20Sites/clones/www.intellectsoft.net/team.html	(from https://www.intellectsoft.net/)
15:11:24	43240/43240	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:25%20GMT	https://www.intellectsoft.net/careers	C:/My%20Web%20Sites/clones/www.intellectsoft.net/careers.html	(from https://www.intellectsoft.net/)
15:11:24	47983/47983	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:25%20GMT	https://www.intellectsoft.net/contacts	C:/My%20Web%20Sites/clones/www.intellectsoft.net/contacts.html	(from https://www.intellectsoft.net/)
15:11:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Apr%202022%2014:11:25%20GMT	https://www.intellectsoft.net/services/enterprise-development	C:/My%20Web%20Sites/clones/www.intellectsoft.net/services/enterprise-development	(from https://www.intellectsoft.net/)
15:11:26	74095/74095	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:27%20GMT	https://www.intellectsoft.net/services/team-extension	C:/My%20Web%20Sites/clones/www.intellectsoft.net/services/team-extension.html	(from https://www.intellectsoft.net/)
15:11:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Apr%202022%2014:11:27%20GMT	https://www.intellectsoft.net/services/mobile-development	C:/My%20Web%20Sites/clones/www.intellectsoft.net/services/mobile-development	(from https://www.intellectsoft.net/)
15:11:27	48865/48865	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:28%20GMT	https://www.intellectsoft.net/l/40/hospitality-technology-transformation	C:/My%20Web%20Sites/clones/www.intellectsoft.net/l/40/hospitality-technology-transformation.html	(from https://www.intellectsoft.net/)
15:11:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Apr%202022%2014:11:28%20GMT	https://www.intellectsoft.net/platforms/insurance-software-solutions	C:/My%20Web%20Sites/clones/www.intellectsoft.net/platforms/insurance-software-solutions	(from https://www.intellectsoft.net/)
15:11:28	32535/32535	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-7f17%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/universal.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/universal.svg	(from https://www.intellectsoft.net/)
15:11:29	51597/51597	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-c98d%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/griffins.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/griffins.svg	(from https://www.intellectsoft.net/)
15:11:29	5534/5534	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-159e%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/hoosbaa.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/hoosbaa.svg	(from https://www.intellectsoft.net/)
15:11:29	14922/14922	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-3a4a%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/nestle.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/nestle.svg	(from https://www.intellectsoft.net/)
15:11:29	766/766	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-2fe%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/nhs.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/nhs.svg	(from https://www.intellectsoft.net/)
15:11:29	3918/3918	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-f4e%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/land-rover.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/land-rover.svg	(from https://www.intellectsoft.net/)
15:11:30	1165/1165	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-48d%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/af-gruppen.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/af-gruppen.svg	(from https://www.intellectsoft.net/)
15:11:30	1852/1852	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-73c%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/clinique.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/clinique.svg	(from https://www.intellectsoft.net/)
15:11:30	6964/6964	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1b34%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/guinness.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/guinness.svg	(from https://www.intellectsoft.net/)
15:11:30	6715/6715	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1a3b%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/jaguar.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/jaguar.svg	(from https://www.intellectsoft.net/)
15:11:31	5937/5937	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1731%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/wynn.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/wynn.svg	(from https://www.intellectsoft.net/)
15:11:31	5293/5293	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-14ad%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/harley.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/harley.svg	(from https://www.intellectsoft.net/)
15:11:31	5863/5863	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-16e7%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/eurostar.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/eurostar.svg	(from https://www.intellectsoft.net/)
15:11:32	6439/6439	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1927%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/walt-disney.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/walt-disney.svg	(from https://www.intellectsoft.net/)
15:11:32	6243/6243	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1863%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/melco.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/melco.svg	(from https://www.intellectsoft.net/)
15:11:33	9743/9743	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-260f%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/ey.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/ey.svg	(from https://www.intellectsoft.net/)
15:11:34	23347/23347	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-5b33%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/guest-services.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/guest-services.svg	(from https://www.intellectsoft.net/)
15:11:34	1808849/1808849	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1b99d1%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/gulls.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/gulls.svg	(from https://www.intellectsoft.net/)
15:11:35	8478/8478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-211e%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/euro-accident.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/euro-accident.svg	(from https://www.intellectsoft.net/)
15:11:35	3004/3004	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-bbc%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/audi.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/audi.svg	(from https://www.intellectsoft.net/)
15:11:35	7544/7544	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1d78%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/kjk.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/kjk.svg	(from https://www.intellectsoft.net/)
15:11:36	6822/6822	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1aa6%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/cirrus.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/cirrus.svg	(from https://www.intellectsoft.net/)
15:11:36	6464/6464	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-1940%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/bombardier.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/bombardier.svg	(from https://www.intellectsoft.net/)
15:11:36	4549/4549	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-11c5%22	https://www.intellectsoft.net/assets/cbef7669/img/clients-logo/giant.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/clients-logo/giant.svg	(from https://www.intellectsoft.net/)
15:11:37	1775/1775	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-6ef%22	https://www.intellectsoft.net/assets/cbef7669/img/home-offers/cloud-computing.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/home-offers/cloud-computing.svg	(from https://www.intellectsoft.net/)
15:11:37	56785/56785	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Apr%202022%2014:11:38%20GMT	https://www.intellectsoft.net/technologies/cloud-computing-solutions	C:/My%20Web%20Sites/clones/www.intellectsoft.net/technologies/cloud-computing-solutions.html	(from https://www.intellectsoft.net/)
15:11:37	2284/2284	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-8ec%22	https://www.intellectsoft.net/assets/cbef7669/img/home-offers/blockchain-technology.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/home-offers/blockchain-technology.svg	(from https://www.intellectsoft.net/)
15:11:37	629/629	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-275%22	https://www.intellectsoft.net/assets/cbef7669/img/home-offers/page.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/home-offers/page.svg	(from https://www.intellectsoft.net/)
15:11:38	1759/1759	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-6df%22	https://www.intellectsoft.net/assets/cbef7669/img/home-offers/internet-of-things.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/home-offers/internet-of-things.svg	(from https://www.intellectsoft.net/)
15:11:38	1325/1325	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22623acea7-52d%22	https://www.intellectsoft.net/assets/cbef7669/img/home-offers/enterprise.svg	C:/My%20Web%20Sites/clones/www.intellectsoft.net/assets/cbef7669/img/home-offers/enterprise.svg	(from https://www.intellectsoft.net/)
